Roll,Pitch
10.7606,11.6099
11.9462,11.1338
11.3333,11.1419
11.6872,10.8402
11.2144,11.2778
11.5516,12.0882
11.9385,12.6543
13.8219,13.2539
13.5259,12.7706
12.9988,13.3805
13.6836,13.6836
13.9498,13.9498
14.2147,14.2147
14.4782,14.4782
13.8442,14.251
14.1781,15.2015
15.2598,15.2598
15.6868,15.711
15.7733,15.7733
15.1498,15.4647
16.1431,15.8507
17.1871,16.9571
16.0796,16.6663
16.8159,17.1365
17.2751,17.2751
17.8733,17.1399
17.963,17.3984
17.2707,17.875
18.1662,18.3841
18.4794,18.4794
19.4974,18.0101
18.9483,18.9483
18.4454,19.9962
19.514,19.4979
19.7684,18.7452
20.4734,19.7303
20.0363,19.8524
20.8882,20.9864
21.4577,20.5934
21.1697,20.132
20.9621,20.9621
20.833,21.9673
20.9886,22.3368
21.5964,21.5964
22.0737,21.9776
22.0085,22.0085
21.9733,21.8295
22.4118,22.4118
22.8557,23.1277
23.7966,23.5192
22.6846,23.5622
22.583,22.5122
23.3805,23.3805
24.1718,22.8783
23.072,24.2095
23.9306,24.1078
24.1135,24.1135
24.0038,23.4178
24.2019,24.6476
25.4584,25.0252
25.2401,24.6727
25.4737,25.4646
25.6817,26.033
25.8301,25.1755
25.7609,24.8304
25.616,25.8443
26.6113,26.7633
25.9271,25.9271
26.0767,26.0767
27.1485,25.6365
26.71,26.1751
27.3798,26.8585
26.3008,26.1126
26.578,27.3525
27.4664,27.0363
27.5635,27.2684
27.1786,27.1786
27.3043,27.3043
27.4272,27.4272
27.6175,26.9374
27.6648,27.6648
27.7795,27.7795
28.4948,26.9942
27.6091,27.0055
28.4039,28.1687
29.0126,28.5124
29.1824,28.1748
28.494,27.6373
28.7569,27.537
29.1977,27.7909
29.3053,28.642
28.2852,29.1876
29.6505,29.1786
28.2749,29.1169
29.6655,28.4099
29.0883,29.0883
30.15,28.8139
29.9899,29.2142
30.2533,29.1033
28.717,29.4618
29.4188,29.4188
29.291,29.2529
29.5304,29.5304
29.8125,29.6184
29.0966,30.3846
30.2454,29.8861
29.7789,30.3462
30.5546,30.4122
28.8481,29.463
30.0212,30.3807
29.8585,29.8585
30.2902,30.3623
29.3546,30.3806
30.8406,29.4896
30.4897,30.0312
29.5889,30.9397
29.7768,29.3432
29.9889,29.9889
29.9831,29.9226
29.0179,30.121
29.9999,29.9999
29.9975,29.9975
30.8266,28.995
29.0446,29.4617
30.4279,29.8824
29.2127,30.6471
28.9797,30.395
29.6287,29.9635
30.3208,29.7705
29.7439,28.9459
29.3517,28.9408
28.9914,29.9379
30.1906,29.2561
30.4185,29.2879
29.6945,29.6945
30.5775,29.2199
29.6395,29.0438
29.0055,30.2084
29.5796,30.0242
29.1391,28.9653
30.0389,29.6636
29.3231,29.3231
29.2583,29.2583
28.5136,29.7398
28.1673,29.2753
28.9128,28.5777
28.9697,28.9697
28.6764,29.0765
28.5164,29.0747
28.9709,29.064
27.7597,29.2408
29.5429,28.2888
28.4502,28.4502
28.3536,28.3536
28.7611,27.7187
27.1992,29.1157
28.8093,27.2685
27.7539,27.7379
27.8283,27.8283
27.8111,26.7853
27.7611,27.0153
27.3615,27.9836
27.3579,27.3579
26.4815,27.7247
26.6786,27.82
26.0631,26.9975
27.0769,27.8017
26.275,27.2104
27.0904,26.9411
27.2488,25.8137
27.1289,27.0866
25.5276,26.5483
25.5417,25.6848
25.6784,26.8227
26.357,26.3255
25.7811,24.6938
25.931,25.9826
25.2111,25.2111
24.7837,25.9488
24.876,25.7297
24.9868,25.1968
24.5407,24.5407
24.3669,24.3669
23.5037,23.7879
23.946,24.2482
24.6954,24.8186
23.6476,23.6476
24.2526,24.3843
24.0714,23.4391
23.793,22.3568
21.9816,23.6613
22.5108,21.967
22.4315,22.9903
21.6081,22.977
22.9267,22.3086
21.4016,22.3088
22.5215,21.49
21.2908,22.3146
20.6503,21.4872
20.3887,21.296
21.2783,20.0294
20.6233,20.6233
19.906,20.9436
19.6517,19.9314
19.4058,20.3462
20.3837,19.7202
19.5086,19.5086
18.8665,19.4211
19.7111,19.095
18.4668,19.2028
18.5816,18.5816
18.3452,18.3452
18.1069,18.1069
17.8668,17.8668
16.8825,17.1509
17.7424,17.2351
16.7786,17.0488
16.658,17.5795
16.4392,17.6234
16.9,16.2945
16.1375,16.1375
15.3534,16.091
16.5871,14.7314
15.8854,14.5606
15.1762,15.8276
15.8299,14.3845
14.592,14.592
14.1481,15.2256
13.6311,14.1466
13.2146,13.0398
14.5192,13.1837
12.4556,13.6637
13.358,13.491
12.8095,12.7876
12.025,13.1152
12.2821,11.7583
11.9022,11.9022
12.4119,11.8294
11.3783,11.4419
10.7642,12.0559
10.9002,11.3847
11.0028,10.8251
10.7378,10.8743
8.99729,9.26658
10.2939,10.1263
9.94174,8.44962
8.20423,9.5833
9.59175,9.35387
8.14312,7.77919
7.68208,8.80191
8.89637,7.51722
8.50833,6.7951
8.07309,7.54823
6.39753,6.63358
6.77983,6.77983
5.82237,6.1963
6.39495,7.19268
5.61102,5.61646
5.03594,5.03309
5.10645,5.00392
4.16831,4.47445
5.59148,4.43781
4.37776,5.34696
4.00174,4.77942
3.82843,3.82843
2.54239,4.10776
4.14944,3.83478
2.40017,2.09568
2.6355,2.6355
2.86305,2.48106
2.03735,2.03735
1.88486,2.64448
0.863703,1.09643
0.585546,1.59863
0.00691849,1.00786
1.19871,0.424842
0.608288,0.04401
-0.0611031,-0.0611031
-0.361073,-0.361073
-0.431556,-0.177461
-0.960931,-0.960931
-1.26073,-1.26073
-2.11324,-0.905958
-1.85989,-1.85989
-1.28274,-2.66133
-2.50677,-1.8319
-3.29247,-2.55831
-3.05578,-3.05578
-3.35407,-3.35407
-3.65202,-3.65202
-3.41667,-3.30669
-4.24677,-4.24677
-4.54354,-4.54354
-5.13084,-4.46937
-5.82673,-4.99121
-5.02932,-6.25032
-4.94266,-5.20998
-6.24169,-5.92853
-6.99068,-5.40086
-6.46054,-7.35829
-6.89879,-6.89879
-7.63772,-7.19643
-7.06829,-7.30458
-6.84449,-7.81091
-7.96564,-8.0598
-8.30619,-8.69372
-7.72918,-7.82777
-8.15519,-7.93372
-8.8217,-8.6465
-10.198,-10.3611
-9.70871,-10.2578
-10.1709,-10.7252
-10.3443,-10.3443
-10.6254,-10.6254
-11.0763,-11.2977
-11.2177,-10.5123
-12.4233,-10.8652
-11.7388,-11.7388
-12.0143,-12.0143
-12.9705,-12.411
-12.9342,-12.1571
-13.0825,-12.8421
-13.104,-13.104
-12.4286,-13.1606
-13.2183,-12.9208
-14.1038,-13.7044
-13.2571,-13.2022
-14.3174,-14.8384
-14.6986,-14.6986
-14.9594,-14.9594
-15.2394,-15.2506
-15.4765,-15.4765
-15.9706,-14.9574
-16.5899,-16.8506
-17.2042,-15.256
-16.4918,-16.4918
-15.977,-16.4238
-16.9897,-16.9897
-17.2361,-17.2361
-16.49,-17.4071
-17.5206,-18.5068
-17.9648,-17.9648
-18.8796,-17.968
-18.4417,-18.4417
-18.2735,-17.7535
-18.419,-18.0037
-19.1524,-19.0966
-19.8534,-18.4112
-19.6013,-19.6013
-19.747,-19.6845
-19.9308,-19.659
-20.2343,-19.4316
-21.3661,-19.7137
-21.0515,-20.1704
-20.1336,-21.7
-21.1418,-21.1418
-21.9869,-21.8967
-21.2592,-21.6706
-21.5551,-22.2198
-22.4123,-20.9963
-22.1791,-22.1791
-22.38,-22.38
-23.1266,-22.0669
-22.7751,-22.7751
-22.2241,-22.4027
-23.9332,-23.215
-23.3506,-23.3506
-22.8405,-22.9953
-23.0255,-23.7901
-23.905,-23.905
-23.7265,-23.8247
-24.8021,-24.2176
-24.2076,-24.2316
-24.6107,-24.6107
-25.1463,-24.8842
-25.8781,-25.1274
-24.5712,-25.2988
-25.2771,-25.2771
-25.3295,-25.5176
-25.6934,-25.0097
-25.3887,-25.1396
-25.5013,-26.027
-26.053,-26.053
-27.0961,-26.9636
-26.3435,-26.426
-25.5704,-26.5193
-25.9655,-26.7233
-27.097,-26.488
-26.6913,-26.4163
-27.016,-26.8664
-26.7163,-27.304
-27.2845,-27.2845
-26.5189,-26.9044
-27.7917,-28.3878
-27.6463,-27.6463
-28.727,-27.9113
-27.8737,-27.8737
-27.7301,-28.8956
-28.6254,-27.789
-28.1939,-28.1939
-27.4473,-29.1061
-27.6381,-28.1637
-28.8295,-28.9001
-28.5813,-28.5813
-29.2186,-27.8185
-29.6216,-29.108
-28.3184,-28.5676
-28.6205,-29.8571
-29.0012,-29.0012
-29.9646,-29.3308
-29.149,-29.149
-29.1606,-28.7809
-28.9205,-29.8602
-29.2621,-30.2414
-28.8046,-28.4965
-29.578,-30.265
-28.8663,-30.4073
-29.3149,-30.3083
-29.8496,-29.2403
-29.9781,-29.2146
-29.7116,-29.7116
-29.7517,-29.7517
-29.5128,-28.8811
-30.6756,-30.765
-29.4663,-29.3038
-29.0535,-30.2167
-28.9458,-30.3159
-30.6254,-29.218
-29.9482,-29.9482
-29.9643,-29.9643
-30.9237,-30.4358
-29.9876,-29.9876
-30.5657,-30.3527
-29.9988,-29.9988
-30,-30
-29.3537,-30.6753
-29.7927,-29.8496
-30.4133,-29.5827
-29.1786,-29.382
-30.0774,-29.3081
-29.7451,-30.0124
-30.3658,-29.446
-29.3308,-29.0937
-29.0582,-28.93
-30.4269,-30.3254
-29.4353,-30.7394
-29.9781,-30.5328
-30.3602,-30.2796
-30.1191,-29.5312
-29.6575,-29.6575
-29.8812,-28.9662
-29.1154,-29.2882
-29.5086,-29.5086
-29.4678,-29.6318
-28.9226,-28.6143
-29.3331,-29.3331
-30.1185,-29.7044
-28.2496,-28.8527
-28.2612,-29.4788
-28.1121,-28.2343
-28.7533,-29.3638
-29.6614,-28.8122
-28.8214,-28.8214
-29.4657,-27.8165
-27.9104,-27.8541
-28.5593,-28.0374
-27.5949,-28.2991
-27.9727,-28.1712
-28.4674,-28.2145
-28.1684,-28.1684
-27.9098,-27.4095
-28.2764,-28.5856
-27.8461,-27.8461
-28.241,-28.2793
-27.1279,-26.742
-28.4032,-26.8764
-26.8243,-28.3363
-26.8905,-26.541
-26.6053,-27.8986
-26.4047,-26.1872
-27.7664,-27.7246
-27.5916,-27.1377
-26.209,-26.0149
-27.2676,-27.266
-25.659,-26.8223
-26.9545,-26.7101
-26.0161,-26.0161
-25.469,-26.2519
-26.5832,-25.4111
-25.5237,-25.8133
-24.5223,-25.0743
-26.0018,-25.7626
-25.0929,-26.034
-23.9789,-25.5675
-24.7391,-24.7391
-25.3204,-23.8518
-23.7185,-24.0813
-24.6385,-24.3152
-24.0897,-23.9244
-23.86,-23.86
-24.2175,-24.1425
-22.9841,-23.728
-23.3038,-23.3038
-22.6568,-23.6878
-23.2108,-22.0447
-23.2157,-22.3854
-21.9144,-21.6201
-22.7949,-23.2932
-21.9624,-21.2736
-21.9253,-21.9253
-22.7114,-22.1206
-21.3282,-20.7581
-21.5131,-21.0295
-20.4922,-21.8714
-21.1074,-20.5729
-20.0661,-20.1547
-19.5887,-20.2377
-20.9939,-19.3947
-20.6914,-19.3205
-19.7715,-19.7715
-19.5449,-19.5449
-19.3199,-18.8811
-19.8901,-18.7808
-18.0188,-19.1669
-19.4281,-17.6707
-18.9884,-18.6019
-17.3213,-18.5503
-18.1124,-18.5448
-16.9394,-18.0406
-17.4202,-17.4202
-16.1934,-17.9914
-17.1241,-16.1247
-15.9475,-17.0668
-17.2184,-17.1648
-15.3612,-16.6123
-15.9243,-15.9243
-16.0713,-16.668
-15.4127,-15.4127
-15.0516,-15.0529
-14.153,-14.9872
-14.137,-13.8242
-14.3711,-14.3711
-14.5094,-13.4396
-13.2406,-13.612
-13.5747,-13.5747
-14.0319,-14.1411
-12.2155,-13.2271
-13.419,-13.4357
-12.1975,-12.2816
-12.7917,-13.1048
-10.9709,-10.9677
-11.6703,-11.6703
-12.3696,-11.0036
-11.2924,-10.2721
-11.7492,-11.2504
-9.95288,-11.218
-9.43271,-11.1078
-9.99205,-9.99205
-8.96012,-9.97501
-8.94543,-10.3273
-8.94981,-8.53006
-8.21908,-8.99324
-7.98059,-9.31843
-7.63588,-9.06553
-8.48002,-8.95686
-6.90763,-7.67375
-7.94017,-7.32016
-6.90529,-7.40934
-6.93154,-6.11569
-6.76817,-7.01796
-5.69429,-5.77304
-5.94703,-5.94703
-4.76251,-4.97319
-5.61433,-4.66452
-5.06233,-5.06233
-4.76638,-4.76638
-4.81221,-5.21096
-3.41336,-4.49987
-3.92553,-3.50239
-3.11061,-4.24186
-3.73771,-3.52044
-2.02243,-2.39274
-2.34333,-2.80271
-3.07053,-2.58677
-1.37003,-2.45691
-0.99665,-1.17821
-2.28232,-1.86473
-1.36865,-0.411862
-0.685506,-1.59928
0.156002,-1.32325
-0.222565,-0.363193
-0.925888,0.43721
-0.229578,0.713363
0.042272,0.229863
0.208172,1.02774
1.91433,1.33933
1.01064,2.31622
1.65125,0.989066
2.79903,2.08955
1.92265,1.44939
2.70958,2.70958
2.94174,2.27191
3.4984,3.169
4.00963,4.52878
4.47762,3.2659
4.91198,4.01282
3.60056,4.24347
4.23609,4.54719
5.93791,5.13308
5.38396,5.38396
6.41466,6.16143
5.11401,6.15222
6.26681,6.26681
6.91964,6.34882
7.44623,7.5691
6.54369,6.52339
7.28082,7.52113
7.72525,7.72525
7.74055,7.02606
8.30345,8.30345
8.86789,9.12089
8.72046,9.48721
8.30591,9.33594
9.44964,9.44964
9.18834,10.1911
10.0857,10.6448
10.7793,11.1335
11.0971,9.90153
10.8609,10.8609
10.2776,10.5722
11.2733,11.8921
12.0883,11.8678
11.9225,11.9743
12.096,12.2964
13.4417,13.2297
12.7902,12.7902
13.8935,13.1081
12.928,13.2023
13.2361,13.3617
14.0006,14.1144
14.1305,14.1305
15.0804,14.1708
14.6569,14.6569
15.7959,14.9558
15.1775,15.1775
15.4355,15.4355
16.0813,14.6981
15.1218,16.5412
16.6124,15.2458
16.3,17.1707
16.1566,16.7846
16.9502,16.9502
17.1969,17.1969
17.0389,17.629
18.4892,18.4041
17.6075,17.535
18.5418,18.1818
19.1173,17.4138
18.9034,19.0314
19.1299,18.1636
19.6968,19.0536
20.2361,18.4055
18.6389,19.1248
19.7915,19.7915
19.9326,20.1912
20.9937,19.3849
19.5164,20.3338
20.6773,20.6773
20.5161,20.8294
21.8295,20.6263
21.0931,21.3162
21.5048,22.5163
21.925,20.9089
21.0782,21.4589
22.1469,22.1469
22.3482,22.3482
21.5744,23.2704
23.1674,21.9867
22.9384,22.9384
23.1306,23.1306
23.3205,23.3205
22.7875,23.6933
23.6948,24.6544
24.1657,23.2676
24.0565,24.0565
24.2346,24.2346
24.1907,23.4384
24.8291,24.8752
24.9303,24.809
25.3723,25.6656
24.9657,25.2648
25.1182,25.1819
24.4234,25.2699
24.5905,26.4841
26.0226,26.6418
25.0698,25.9515
26.1396,26.8018
25.6711,27.1116
26.513,26.9523
25.746,25.7827
26.6049,26.6049
25.933,26.8083
27.423,27.0637
27.1792,27.9766
26.9698,27.4341
27.1313,27.4719
26.6172,27.8922
26.993,26.7008
27.4666,28.3425
26.912,28.6112
27.856,27.856
27.0289,27.1135
28.0732,28.0732
28.849,28.8791
28.3878,28.3709
29.2642,29.3712
27.576,29.0867
28.7696,28.6709
29.2792,29.2553
27.8434,28.1938
28.2424,29.1357
28.8896,29.8164
28.989,28.989
29.0648,29.0648
28.4337,29.2733
29.2076,29.2076
29.8199,28.7868
29.3387,29.3387
29.3999,29.3999
29.3517,29.8004
29.5134,29.5134
28.7624,29.0014
29.6151,29.6151
28.7168,30.0661
29.705,29.705
30.5454,29.1998
30.467,29.0234
29.1731,28.9299
28.9661,30.5118
28.9473,29.386
30.7001,30.8174
29.9258,29.9258
29.9875,30.2219
29.648,30.5089
30.9208,30.548
29.9862,29.9862
30.0134,29.5515
30.1633,29.1514
29.9002,29.1841
29.0467,30.9433
30.8565,29.5507
29.6663,30.275
30.438,29.3182
29.963,29.963
30.7799,30.3419
29.3346,30.2044
29.6875,29.791
29.8795,29.8795
29.0486,29.2017
29.8198,29.8198
29.4432,30.0184
29.2862,29.9416
29.4944,30.5975
29.6647,29.6647
29.9598,29.9769
29.5693,29.5693
29.5172,29.5172
29.4621,29.4621
29.9873,29.6196
30.2391,29.9599
28.7029,28.8167
30.1858,29.7444
28.3986,29.0934
29.4318,28.7553
29.0567,28.7547
28.3425,28.0587
29.5675,27.8939
28.695,28.2346
28.8741,29.6149
28.6841,29.1449
28.4804,28.4804
28.2008,27.5814
27.7591,28.9388
29.1672,28.1302
27.2308,28.9315
28.4517,27.3653
28.7405,28.8014
27.7513,27.7513
27.6359,27.6359
27.5178,27.5178
27.397,27.397
27.5661,27.0846
27.7967,27.1002
27.018,27.018
26.8863,26.8863
26.7518,26.7518
27.1611,25.9281
26.4181,27.4462
26.5425,25.4519
26.5035,26.3406
26.0398,26.0398
25.1088,25.5046
26.2764,25.2972
25.5813,25.5813
25.4233,25.4233
25.4803,25.46
24.1685,24.3649
25.0241,24.4305
24.766,24.766
24.5955,24.5955
24.4225,24.4225
24.9138,23.3207
24.5681,24.158
24.6388,23.32
24.0132,24.4189
24.3208,24.4692
24.2242,22.4878
23.1441,23.1441
22.7982,23.6221
22.6965,22.5218
21.8827,22.5666
21.6132,22.2254
22.8145,22.9021
22.1638,21.8209
22.5632,22.482
20.6609,21.461
21.218,21.7793
20.8009,21.9652
21.1591,20.9628
21.4811,21.4764
19.7212,19.6131
19.8116,19.3202
19.5983,20.7611
19.6473,20.0721
19.5621,19.7765
19.3117,20.0422
19.1227,19.1227
19.76,18.3974
18.6566,18.6566
18.8385,18.4347
17.9081,18.9824
17.9435,17.9435
17.4637,17.374
16.4678,17.6516
17.2143,17.2143
16.9826,16.8646
16.2372,16.1727
16.4695,16.4695
17.0669,15.7969
15.1015,15.9976
15.5429,14.8467
15.2733,15.2794
15.8179,15.0818
15.7342,14.1448
14.3791,13.9157
14.5512,15.0426
14.1492,14.1492
13.5811,13.813
12.686,12.902
12.5025,12.9057
12.7591,12.9931
13.1459,13.4878
12.6982,12.6802
12.2643,12.2643
12.9216,12.7454
12.039,11.9737
11.4375,11.4375
11.0947,10.2992
11.0964,10.0169
11.029,9.79657
11.2362,10.6616
10.3419,9.49758
9.83332,10.1841
9.47932,10.2545
8.51262,9.18024
9.77051,8.36005
7.64555,7.8459
8.32381,8.32381
7.37858,8.40498
8.42423,7.6039
7.45551,7.45551
6.59488,7.29494
6.78521,7.04107
6.3864,6.05175
5.93188,6.27882
5.99388,5.99388
4.75109,6.18704
5.00871,5.58075
4.79846,5.76137
4.59274,4.20513
5.34344,3.87595
3.43912,3.41971
3.92323,3.92323
4.37831,3.9796
3.32762,3.32762
3.75781,2.78117
2.24111,2.82005
2.43179,2.43179
2.13265,2.13265
1.85532,1.73806
1.53383,1.53383
0.374586,1.18179
0.934334,0.934334
1.47986,-0.147875
0.59021,0.197388
-0.289847,0.966212
-1.26148,-1.23823
-0.817396,-1.14629
-0.865436,-0.865436
-1.16521,-1.16521
-0.951473,-1.51716
-1.7645,-1.7645
-1.56738,-2.44595
-1.46141,-1.6737
-2.66203,-2.66203
-2.93359,-2.07649
-3.25911,-3.25911
-3.64543,-4.5285
-4.71791,-4.42839
-4.76565,-4.75135
-4.44905,-4.44905
-4.74551,-4.74551
-4.86253,-4.98201
-4.67882,-4.50554
-6.24091,-5.52801
-5.92627,-5.92627
-5.43699,-6.04442
-6.51323,-6.51323
-6.30939,-7.7013
-6.73098,-6.26403
-7.29809,-7.94941
-7.86655,-7.1038
-8.5784,-7.85812
-9.00235,-7.56321
-8.23309,-9.54351
-8.99633,-8.19477
-8.16025,-9.79918
-9.40427,-9.40427
-9.13323,-10.6528
-10.7328,-10.0729
-10.2546,-10.2546
-9.58427,-9.85939
-11.5318,-10.8285
-11.0956,-11.0956
-11.3738,-11.3738
-11.6508,-11.6508
-12.4762,-11.2581
-12.2013,-12.2013
-12.4748,-12.4748
-12.4891,-13.7427
-12.1666,-13.2584
-12.4787,-12.7406
-13.1038,-13.7982
-13.8228,-13.8228
-14.1496,-14.6018
-14.2097,-14.9122
-14.6152,-14.6152
-14.1771,-15.6766
-14.9002,-14.7713
-15.6782,-14.6155
-15.6512,-15.6512
-16.7384,-15.3073
-16.4149,-15.5372
-17.243,-17.0254
-17.6533,-16.0609
-16.4332,-16.0623
-17.442,-17.282
-17.7022,-17.3607
-16.7913,-17.4717
-18.5966,-18.6045
-18.1281,-18.1281
-18.0859,-18.3866
-19.4424,-18.4707
-17.9738,-19.2906
-18.8282,-18.6982
-19.3677,-19.9398
-19.8135,-19.3903
-20.2581,-20.4238
-20.6589,-19.1588
-19.4327,-19.8385
-21.0152,-19.5723
-20.6427,-20.6427
-20.1218,-20.8242
-20.8198,-22.0491
-21.2863,-21.2863
-21.1687,-21.5079
-21.7929,-21.2248
-21.2756,-22.5034
-22.8011,-22.9447
-22.3163,-22.3163
-22.5157,-22.5157
-23.6056,-21.7177
-22.4123,-23.6699
-23.3399,-23.1696
-23.2904,-23.2904
-23.4784,-23.4784
-24.2597,-22.8951
-23.8472,-23.8472
-23.7099,-24.2717
-24.7086,-23.9214
-24.9778,-23.8479
-25.4562,-23.7063
-24.5894,-24.4865
-24.4023,-24.7619
-25.0618,-25.0618
-25.4577,-25.3899
-24.8758,-24.6317
-24.933,-25.6317
-25.3793,-26.5193
-25.7261,-25.4359
-25.7103,-25.9421
-26.4437,-25.5284
-25.6591,-25.846
-26.4109,-27.077
-25.8776,-27.1739
-26.3644,-27.5744
-27.2842,-26.2533
-26.6308,-25.9992
-27.1176,-27.1176
-28.0615,-26.4115
-27.3688,-27.3688
-27.4704,-28.4503
-27.7047,-27.9769
-28.5701,-27.2902
-27.8382,-27.8382
-28.6596,-28.7777
-28.3637,-27.8115
-27.166,-27.3483
-28.9464,-27.2821
-28.3623,-28.3623
-27.7028,-28.6626
-28.5522,-28.5522
-27.8384,-29.5135
-28.7306,-28.7306
-28.0161,-28.9747
-28.2749,-28.2352
-27.9908,-29.3385
-29.0529,-29.0529
-29.1262,-29.1262
-29.1966,-29.1966
-29.4837,-29.4378
-30.1315,-29.619
-28.6673,-29.1157
-30.3014,-28.5955
-29.905,-28.5416
-29.5576,-29.5576
-29.2816,-30.5626
-30.5467,-30.2595
-30.6006,-28.9113
-29.8076,-28.9984
-30.5257,-29.7883
-30.6766,-30.3003
-29.8442,-29.8442
-30.2961,-30.598
-30.4956,-29.7109
-29.9706,-30.099
-29.4874,-29.6312
-29.0831,-29.2081
-29.3138,-30.4079
-30.5743,-30.0594
-29.555,-30.9383
-29.2455,-29.2343
-30.6692,-30.5928
-29.9592,-29.0543
-29.9036,-29.2707
-30.1023,-29.9278
-30.9367,-29.8446
-29.9654,-29.9654
-29.2227,-30.2067
-29.9306,-29.9306
-29.6861,-29.996
-30.7881,-30.571
-30.556,-30.7799
-28.9165,-30.4802
-30.6677,-28.9163
-29.7276,-29.0362
-29.1216,-30.1946
-29.1539,-29.5797
-29.6261,-29.6261
-29.5774,-29.5774
-29.8869,-29.02
-29.4711,-29.4711
-29.909,-29.2194
-29.4919,-29.4036
-30.1025,-29.7673
-30.0336,-28.9851
-28.2667,-28.8738
-29.8177,-29.9317
-28.5698,-28.7022
-28.2746,-29.6856
-28.4529,-29.043
-27.9955,-29.2315
-29.4314,-29.1936
-28.5878,-28.5878
-27.5594,-28.9135
-28.8453,-28.3653
-28.4114,-28.5526
-28.3273,-28.964
-28.8538,-28.5157
-28.5058,-27.0279
-27.8815,-27.8815
-27.7694,-27.7694
-27.6545,-27.6545
-27.7424,-27.3101
-26.5228,-27.2864
-27.2932,-27.2932
-28.068,-27.6277
-26.0593,-27.6828
-26.6241,-26.1841
-26.7734,-26.7734
-26.2629,-26.9728
-25.9999,-26.2558
-27.3223,-27.0169
-26.2108,-26.2108
-26.0635,-26.0635
-25.8271,-25.5449
-25.6448,-25.6041
-25.6062,-25.6062
-25.4486,-25.4486
-24.4973,-24.4009
-24.2664,-25.2403
-24.9606,-24.9606
-25.0259,-25.6823
-24.6228,-24.6228
-25.0262,-25.1863
-24.2752,-24.2752
-24.7611,-24.306
-23.1468,-24.4189
-22.8159,-23.0473
-23.9747,-23.9162
-22.5338,-23.3871
-22.7164,-24.1114
-23.8161,-23.5503
-22.7889,-22.7889
-22.5926,-22.5926
-22.2076,-22.9359
-21.8998,-21.258
-21.1985,-22.9372
-21.2709,-22.7816
-21.1544,-22.2081
-21.3684,-21.3684
-21.9201,-20.431
-21.3907,-20.7467
-20.5186,-20.2761
-19.9173,-21.4943
-19.9114,-19.6809
-20.0673,-20.0673
-19.0962,-19.8197
-20.43,-19.9082
-19.9055,-18.9369
-18.6204,-18.934
-19.3261,-18.5072
-18.6914,-18.1027
-17.8962,-18.8807
-17.4149,-19.1124
-17.5644,-17.9536
-17.7407,-17.7407
-18.173,-17.1067
-16.3457,-16.4277
-17.0438,-16.8452
-16.7591,-16.7591
-15.8896,-16.4525
-15.8297,-16.7637
-16.8968,-16.6627
-16.501,-15.1962
-15.4724,-14.6884
-14.5902,-14.2561
-14.9759,-15.1163
-14.9138,-15.3693
-14.4549,-14.4549
-14.2499,-14.041
-13.4243,-14.7819
-13.6373,-13.9463
-13.3921,-13.3921
-13.4173,-12.4217
-12.8526,-12.8526
-11.7726,-13.0305
-13.2959,-12.9982
-12.0337,-12.0337
-11.7634,-11.0263
-12.1145,-10.7399
-10.7583,-11.2323
-10.2088,-11.5674
-10.6452,-10.6452
-9.75254,-9.44443
-9.89009,-9.77661
-9.79908,-9.79908
-8.54597,-8.89052
-9.23005,-9.23005
-9.51646,-8.5038
-9.35761,-8.75509
-9.34207,-9.23062
-8.12561,-7.17881
-8.29399,-8.33536
-7.82617,-7.63893
-6.54918,-7.7931
-6.91938,-6.91938
-6.72113,-6.56671
-6.57886,-5.48246
-5.55896,-6.0811
-6.32161,-4.85271
-5.45181,-5.45181
-5.12332,-4.57277
-4.95639,-5.57192
-4.56445,-4.56445
-4.48686,-3.52449
