OriginalRoll,OriginalPitch,PredictedRoll,CorrectedRoll,FilteredRoll,PredictedPitch,CorrectedPitch,FilteredPitch
30.1524,30.8498,30.0187,30.0548,30.0812,29.8739,30.1376,30.33
30.8274,30.0932,30.0812,30.2828,30.4299,30.33,30.266,30.2193
30,30,30.4299,30.3138,30.229,30.2193,30.1601,30.1168
30.8,30.2889,30.229,30.3833,30.4958,30.1168,30.1633,30.1972
30,30,30.4958,30.3619,30.2641,30.1972,30.144,30.1051
30.869,30.358,30.2641,30.4275,30.5468,30.1051,30.1734,30.2233
30.2716,30.5556,30.5468,30.4725,30.4182,30.2233,30.313,30.3786
30,30,30.4182,30.3052,30.2228,30.3786,30.2763,30.2017
29.4179,30.1758,30.2228,30.0053,29.8466,30.2017,30.1947,30.1896
30.2996,29.4725,29.8466,29.969,30.0583,30.1896,29.9959,29.8545
29.2388,29.2222,30.0583,29.8369,29.6753,29.8545,29.6837,29.559
29.2485,29.9003,29.6753,29.56,29.4759,29.559,29.6512,29.7185
30,30,29.4759,29.6175,29.7208,29.7185,29.7945,29.85
30.0665,30.3239,29.7208,29.8142,29.8824,29.85,29.9781,30.0715
30.5406,30.4165,29.8824,30.0602,30.19,30.0715,30.1647,30.2327
29.1375,30.324,30.19,29.9056,29.6981,30.2327,30.2574,30.2754
29.8323,29.8669,29.6981,29.7344,29.7608,30.2754,30.165,30.0845
30,30,29.7608,29.8254,29.8726,30.0845,30.0617,30.045
30.6658,29.1385,29.8726,30.0869,30.2433,30.045,29.8001,29.6214
29.6861,30.2269,30.2433,30.0928,29.9829,29.6214,29.785,29.9044
30.1645,30.9855,29.9829,30.032,30.0678,29.9044,30.1964,30.4096
29.5381,30.7399,30.0678,29.9247,29.8202,30.4096,30.4988,30.564
30,30,29.8202,29.8688,29.9042,30.564,30.4116,30.3004
29.7112,29.6361,29.9042,29.8521,29.814,30.3004,30.1209,29.99
29.2384,30.6897,29.814,29.6585,29.545,29.99,30.179,30.317
30,30,29.545,29.6679,29.7576,30.317,30.2313,30.1688
30.2911,30.9299,29.7576,29.9018,30.0069,30.1688,30.3744,30.5245
30.4244,30.2786,30.0069,30.1197,30.202,30.5245,30.4581,30.4096
30,30,30.202,30.1475,30.1076,30.4096,30.2989,30.2182
30.5198,30.2946,30.1076,30.219,30.3002,30.2182,30.2388,30.2539
30.0878,29.7052,30.3002,30.2428,30.201,30.2539,30.1057,29.9975
29.3926,30.045,30.201,29.9826,29.8232,29.9975,30.0103,30.0197
30,30,29.8232,29.871,29.9058,30.0197,30.0144,30.0105
30,30,29.9058,29.9313,29.9498,30.0105,30.0077,30.0056
30,30,29.9498,29.9634,29.9733,30.0056,30.0041,30.003
30.5347,29.2116,29.9733,30.125,30.2356,30.003,29.7892,29.6331
30,30,30.2356,30.172,30.1255,29.6331,29.7323,29.8046
29.9113,29.1272,30.1255,30.0676,30.0254,29.8046,29.6216,29.488
29.8092,30.6765,30.0254,29.967,29.9244,29.488,29.8091,30.0434
30.1086,29.7316,29.9244,29.9741,30.0105,30.0434,29.9592,29.8977
30.527,29.4244,30.0105,30.15,30.2519,29.8977,29.7698,29.6765
29.9825,30.544,30.2519,30.1791,30.126,29.6765,29.9109,30.0819
30.8657,30.519,30.126,30.3258,30.4717,30.0819,30.2,30.2862
30,30,30.4717,30.3442,30.2512,30.2862,30.2089,30.1524
29.3841,30.5436,30.2512,30.017,29.846,30.1524,30.2581,30.3352
30.9631,30.3925,29.846,30.1478,30.3681,30.3352,30.3507,30.362
30,30,30.3681,30.2686,30.1961,30.362,30.2642,30.1928
30.6692,30.0508,30.1961,30.3239,30.4172,30.1928,30.1545,30.1265
30.0607,29.1013,30.4172,30.3209,30.2506,30.1265,29.8495,29.6474
30,30,30.2506,30.1829,30.1335,29.6474,29.7426,29.8122
30,30,30.1335,30.0974,30.0711,29.8122,29.8629,29.8999
30.6852,29.7869,30.0711,30.237,30.3581,29.8999,29.8694,29.8471
30,30,30.3581,30.2613,30.1907,29.8471,29.8884,29.9186
29.151,30.4825,30.1907,29.9098,29.7048,29.9186,30.0709,30.1821
30.0401,30.2279,29.7048,29.7954,29.8615,30.1821,30.1945,30.2035
30.4714,29.3,29.8615,30.0263,30.1465,30.2035,29.9594,29.7813
30.1722,30.3253,30.1465,30.1535,30.1585,29.7813,29.9282,30.0355
30.9025,29.0889,30.1585,30.3595,30.5062,30.0355,29.7798,29.5931
30.5099,30.8388,30.5062,30.5072,30.5079,29.5931,29.9297,30.1753
29.2368,29.8848,30.5079,30.1645,29.9139,30.1753,30.0968,30.0395
30.3756,30.7442,29.9139,30.0386,30.1297,30.0395,30.2299,30.3688
29.4673,30.4727,30.1297,29.9507,29.8201,30.3688,30.3969,30.4174
30,30,29.8201,29.8687,29.9042,30.4174,30.3046,30.2223
30.1131,30.3668,29.9042,29.9606,30.0018,30.2223,30.2614,30.2898
30,30,30.0018,30.0013,30.001,30.2898,30.2115,30.1544
30.0074,29.8846,30.001,30.0027,30.004,30.1544,30.0815,30.0283
29.0392,29.3059,30.004,29.7433,29.5531,30.0283,29.8331,29.6907
30.9465,29.8486,29.5531,29.9295,30.2043,29.6907,29.7334,29.7645
29.5405,29.3573,30.2043,30.025,29.8941,29.7645,29.6545,29.5742
29.1483,30.6434,29.8941,29.6926,29.5456,29.5742,29.8631,30.0739
29.8598,30.572,29.5456,29.6305,29.6924,30.0739,30.2084,30.3067
30,30,29.6924,29.7755,29.8362,30.3067,30.2238,30.1633
29.7824,30.7661,29.8362,29.8216,29.811,30.1633,30.3262,30.445
30.2947,29.7936,29.811,29.9417,30.0371,30.445,30.269,30.1406
30,30,30.0371,30.0271,30.0197,30.1406,30.1026,30.0749
30,30,30.0197,30.0144,30.0105,30.0749,30.0547,30.0399
30.5102,30.3871,30.0105,30.1455,30.244,30.0399,30.1337,30.2022
30.1702,29.432,30.244,30.2241,30.2095,30.2022,29.9941,29.8422
30.5808,30.9806,30.2095,30.3098,30.383,29.8422,30.1498,30.3742
30,30,30.383,30.2796,30.204,30.3742,30.2731,30.1993
29.6551,29.6658,30.204,30.0557,29.9475,30.1993,30.0552,29.95
30.3788,29.8773,29.9475,30.064,30.1491,29.95,29.9304,29.916
30,30,30.1491,30.1088,30.0794,29.916,29.9387,29.9553
30,30,30.0794,30.0579,30.0423,29.9553,29.9674,29.9762
30.5377,30.8485,30.0423,30.1761,30.2738,29.9762,30.2118,30.3838
30.7525,30.724,30.2738,30.4031,30.4975,30.3838,30.4757,30.5428
30.9797,29.9418,30.4975,30.6278,30.7229,30.5428,30.3804,30.2619
30.1242,30.7686,30.7229,30.5611,30.4431,30.2619,30.3988,30.4987
30,30,30.4431,30.3234,30.236,30.4987,30.364,30.2657
29.2966,29.3095,30.236,29.9822,29.797,30.2657,30.0073,29.8188
29.3997,30.9912,29.797,29.6897,29.6113,29.8188,30.1355,30.3667
30.2788,30.4974,29.6113,29.7917,29.9233,30.3667,30.402,30.4278
30.6512,29.0568,29.9233,30.1199,30.2634,30.4278,30.0574,29.7871
29.1663,29.637,30.2634,29.967,29.7507,29.7871,29.7465,29.7169
30.0681,30.564,29.7507,29.8365,29.899,29.7169,29.9458,30.1128
30.4733,29.2234,29.899,30.0542,30.1674,30.1128,29.8725,29.6972
29.2726,29.5237,30.1674,29.9257,29.7492,29.6972,29.6503,29.6161
29.9045,29.9904,29.7492,29.7912,29.8218,29.6161,29.7172,29.791
29.3794,30.3473,29.8218,29.7023,29.6151,29.791,29.9413,30.051
29.3539,29.2952,29.6151,29.5445,29.493,30.051,29.8468,29.6978
29.1099,29.193,29.493,29.3895,29.314,29.6978,29.5614,29.4619
30,30,29.314,29.4993,29.6346,29.4619,29.6073,29.7134
30.1211,29.3407,29.6346,29.766,29.8619,29.7134,29.6127,29.5392
30,30,29.8619,29.8992,29.9265,29.5392,29.6637,29.7545
30.3933,30.6613,29.9265,30.0526,30.1446,29.7545,29.9995,30.1783
29.4897,30.6308,30.1446,29.9677,29.8386,30.1783,30.3005,30.3898
30.758,29.3109,29.8386,30.087,30.2682,30.3898,30.0983,29.8856
30,30,30.2682,30.1958,30.1429,29.8856,29.9165,29.9391
29.001,29.0671,30.1429,29.8344,29.6093,29.9391,29.7035,29.5316
30,30,29.6093,29.7148,29.7919,29.5316,29.6581,29.7505
30.2251,30.5662,29.7919,29.9089,29.9943,29.7505,29.9708,30.1317
30,30,29.9943,29.9959,29.997,30.1317,30.0961,30.0701
30.0554,29.035,29.997,30.0128,30.0243,30.0701,29.7905,29.5864
29.5716,30.6027,30.0243,29.902,29.8127,29.5864,29.861,30.0613
30,30,29.8127,29.8633,29.9002,30.0613,30.0448,30.0327
29.3426,29.9962,29.9002,29.7496,29.6396,30.0327,30.0228,30.0156
30.8017,29.5478,29.6396,29.9536,30.1827,30.0156,29.8892,29.797
29.4027,30.6904,30.1827,29.972,29.8182,29.797,30.0384,30.2145
30.4773,30.6018,29.8182,29.9963,30.1262,30.2145,30.3191,30.3955
30.1722,29.4935,30.1262,30.1386,30.1477,30.3955,30.1518,29.974
30.3328,30.1819,30.1477,30.1977,30.2342,29.974,30.0301,30.0711
30.1376,30.2519,30.2342,30.2081,30.1891,30.0711,30.12,30.1556
30.3219,30.8033,30.1891,30.2249,30.2511,30.1556,30.3306,30.4583
29.0489,30.7815,30.2511,29.9263,29.6893,30.4583,30.5456,30.6093
30.9646,30.565,29.6893,30.0338,30.2853,30.6093,30.5974,30.5886
30.1994,30.1629,30.2853,30.2621,30.2451,30.5886,30.4736,30.3897
30.8566,29.1931,30.2451,30.4103,30.5309,30.3897,30.0664,29.8305
30.8536,29.034,30.5309,30.6181,30.6817,29.8305,29.6153,29.4583
29.2417,29.0798,30.6817,30.2927,30.0087,29.4583,29.356,29.2814
30,30,30.0087,30.0064,30.0047,29.2814,29.4755,29.6172
29.9686,29.8264,30.0047,29.9949,29.9878,29.6172,29.6737,29.715
30,30,29.9878,29.9911,29.9935,29.715,29.792,29.8482
29.4188,30.2179,29.9935,29.8382,29.7249,29.8482,29.9481,30.021
29.1108,30.2598,29.7249,29.559,29.4379,30.021,30.0855,30.1326
30,30,29.4379,29.5898,29.7006,30.1326,30.0968,30.0706
29.9041,30.2294,29.7006,29.7556,29.7957,30.0706,30.1135,30.1448
29.7248,29.1349,29.7957,29.7765,29.7626,30.1448,29.872,29.6729
29.442,29.9791,29.7626,29.676,29.6128,29.6729,29.7556,29.816
29.385,30.9517,29.6128,29.5512,29.5063,29.816,30.1228,30.3467
30.8987,29.411,29.5063,29.8825,30.157,30.3467,30.0939,29.9094
29.293,29.8417,30.157,29.9236,29.7532,29.9094,29.8911,29.8778
30.3715,29.0853,29.7532,29.9203,30.0422,29.8778,29.6637,29.5074
30.2704,29.4625,30.0422,30.1038,30.1488,29.5074,29.4953,29.4864
30.9895,30.0772,30.1488,30.3759,30.5417,29.4864,29.646,29.7625
30.3903,30.4876,30.5417,30.5008,30.4709,29.7625,29.9584,30.1014
29.6761,30.0716,30.4709,30.2562,30.0995,30.1014,30.0933,30.0875
29.8904,30.9798,30.0995,30.043,30.0018,30.0875,30.3285,30.5045
30.4502,29.9807,30.0018,30.1229,30.2113,30.5045,30.363,30.2597
30,30,30.2113,30.1542,30.1126,30.2597,30.1895,30.1383
30,30,30.1126,30.0822,30.06,30.1383,30.101,30.0737
30.7479,30.7034,30.06,30.2458,30.3815,30.0737,30.2438,30.368
29.3432,29.4169,30.3815,30.101,29.8962,30.368,30.111,29.9235
30,30,29.8962,29.9243,29.9447,29.9235,29.9442,29.9593
29.7018,30.2806,29.9447,29.8791,29.8312,29.9593,30.0461,30.1094
29.8341,29.7995,29.8312,29.832,29.8326,30.1094,30.0257,29.9646
30.4367,30.8959,29.8326,29.9958,30.1149,29.9646,30.2162,30.3998
30,30,30.1149,30.0839,30.0612,30.3998,30.2918,30.213
30.9017,29.2114,30.0612,30.2883,30.454,30.213,29.9424,29.7449
29.2841,30.3291,30.454,30.1379,29.9073,29.7449,29.9027,30.0179
29.3526,30.2419,29.9073,29.7574,29.6481,30.0179,30.0784,30.1226
30.1474,29.3368,29.6481,29.783,29.8814,30.1226,29.9103,29.7554
29.2264,30.8624,29.8814,29.7045,29.5753,29.7554,30.0544,30.2727
30.4573,29.791,29.5753,29.8136,29.9875,30.2727,30.1426,30.0476
29.7929,29.1268,29.9875,29.9349,29.8966,30.0476,29.7988,29.6173
30.7209,29.9001,29.8966,30.1193,30.2818,29.6173,29.6937,29.7495
30,30,30.2818,30.2057,30.1501,29.7495,29.8171,29.8665
30.9688,30.832,30.1501,30.3713,30.5327,29.8665,30.1274,30.3177
30,30,30.5327,30.3888,30.2838,30.3177,30.2319,30.1692
30.5711,30.4983,30.2838,30.3614,30.418,30.1692,30.2581,30.323
30.4587,29.3552,30.418,30.429,30.437,30.323,30.0616,29.8707
29.7972,30.3131,30.437,30.2642,30.138,29.8707,29.9902,30.0775
29.4316,29.0618,30.138,29.9472,29.8079,30.0775,29.8031,29.6028
30.8783,29.1174,29.8079,30.0971,30.3081,29.6028,29.4717,29.376
29.8428,29.5911,30.3081,30.1824,30.0907,29.376,29.4341,29.4765
30,30,30.0907,30.0662,30.0483,29.4765,29.6179,29.7211
29.6336,29.9341,30.0483,29.9363,29.8545,29.7211,29.7787,29.8207
30,30,29.8545,29.8938,29.9225,29.8207,29.8691,29.9045
29.8182,29.0505,29.9225,29.8943,29.8738,29.9045,29.6738,29.5054
30.6844,29.051,29.8738,30.0928,30.2526,29.5054,29.3826,29.293
29.1329,30.7082,30.2526,29.9501,29.7293,29.293,29.6754,29.9544
29.6958,29.1622,29.7293,29.7203,29.7137,29.9544,29.7404,29.5842
29.6588,29.1085,29.7137,29.6988,29.688,29.5842,29.4557,29.3619
29.3542,30.5937,29.688,29.5978,29.532,29.3619,29.6947,29.9375
29.353,29.6617,29.532,29.4837,29.4484,29.9375,29.863,29.8086
30.797,29.1192,29.4484,29.8127,30.0786,29.8086,29.6224,29.4864
29.5738,30.9768,30.0786,29.9422,29.8427,29.4864,29.8891,30.1829
30.08,29.9871,29.8427,29.9068,29.9536,30.1829,30.13,30.0914
30.8102,30.999,29.9536,30.185,30.3539,30.0914,30.3366,30.5156
29.5757,29.1348,30.3539,30.1437,29.9902,30.5156,30.1425,29.8703
29.75,29.9297,29.9902,29.9253,29.878,29.8703,29.8863,29.8981
30,30,29.878,29.9109,29.935,29.8981,29.9256,29.9457
29.7294,30.6364,29.935,29.8795,29.8389,29.9457,30.1323,30.2685
29.2004,29.8434,29.8389,29.6664,29.5405,30.2685,30.1536,30.0698
30.7379,29.7193,29.5405,29.864,30.1001,30.0698,29.9751,29.906
30,30,30.1001,30.073,30.0533,29.906,29.9314,29.9499
30.0674,30.0438,30.0533,30.0571,30.0599,29.9499,29.9753,29.9938
29.6717,29.6645,30.0599,29.955,29.8785,29.9938,29.9048,29.8399
29.0861,29.4179,29.8785,29.6644,29.5082,29.8399,29.7259,29.6427
30,30,29.5082,29.641,29.738,29.6427,29.7392,29.8097
30,30,29.738,29.8088,29.8605,29.8097,29.8611,29.8986
30.3508,29.6666,29.8605,29.9929,30.0896,29.8986,29.8359,29.7902
29.8627,30.8243,30.0896,30.0283,29.9836,29.7902,30.0696,30.2735
29.208,29.5052,29.9836,29.774,29.6211,30.2735,30.0659,29.9144
29.2631,30.4725,29.6211,29.5244,29.4538,29.9144,30.0652,30.1752
30.1237,30.9043,29.4538,29.6348,29.7669,30.1752,30.3722,30.5159
29.5591,30.1944,29.7669,29.7107,29.6698,30.5159,30.4291,30.3657
29.5999,29.706,29.6698,29.6509,29.6371,30.3657,30.1875,30.0574
29.6339,29.4252,29.6371,29.6362,29.6356,30.0574,29.8866,29.7619
30.7899,29.7404,29.6356,29.9475,30.175,29.7619,29.7561,29.7519
29.383,29.485,30.175,29.9611,29.8049,29.7519,29.6798,29.6272
29.1075,29.7845,29.8049,29.6165,29.479,29.6272,29.6697,29.7007
30.8133,29.0266,29.479,29.8395,30.1025,29.7007,29.5186,29.3857
30,30,30.1025,30.0748,30.0546,29.3857,29.5516,29.6728
30,30,30.0546,30.0399,30.0291,29.6728,29.7612,29.8257
29.3933,30.2759,30.0291,29.8573,29.732,29.8257,29.9473,30.0361
30.2421,29.6147,29.732,29.8698,29.9704,30.0361,29.9222,29.8392
30,30,29.9704,29.9784,29.9842,29.8392,29.8826,29.9143
30.7615,29.2033,29.9842,30.1942,30.3475,29.9143,29.7222,29.582
30.9908,30.4408,30.3475,30.5213,30.6481,29.582,29.814,29.9834
30.1822,29.5947,30.6481,30.5222,30.4304,29.9834,29.8784,29.8017
29.1241,30.2776,30.4304,30.0775,29.8199,29.8017,29.9303,30.0241
29.5929,29.0927,29.8199,29.7586,29.7138,30.0241,29.7725,29.5888
30.0109,30.8959,29.7138,29.7941,29.8527,29.5888,29.942,30.1997
30.1039,30.2621,29.8527,29.9205,29.9701,30.1997,30.2165,30.2288
29.1798,29.2667,29.9701,29.7566,29.6008,30.2288,29.9689,29.7792
30.4263,30.5545,29.6008,29.8238,29.9866,29.7792,29.9887,30.1415
30,30,29.9866,29.9902,29.9928,30.1415,30.1033,30.0754
30,30,29.9928,29.9948,29.9962,30.0754,30.055,30.0402
30,30,29.9962,29.9972,29.998,30.0402,30.0293,30.0214
30.2726,29.2183,29.998,30.0722,30.1263,30.0214,29.8044,29.6461
30.6516,30.3273,30.1263,30.2682,30.3718,29.6461,29.8301,29.9644
30.3192,29.5879,30.3718,30.3576,30.3472,29.9644,29.8627,29.7885
30.4926,30.2846,30.3472,30.3865,30.4152,29.7885,29.9225,30.0203
29.8585,29.0969,30.4152,30.2648,30.155,30.0203,29.7709,29.5888
30,30,30.155,30.1131,30.0826,29.5888,29.6999,29.781
29.6644,30.2069,30.0826,29.9696,29.8871,29.781,29.896,29.98
30.0522,30.3086,29.8871,29.9317,29.9643,29.98,30.0688,30.1336
29.4813,30.4145,29.9643,29.8338,29.7386,30.1336,30.2095,30.2649
30,30,29.7386,29.8092,29.8607,30.2649,30.1933,30.1411
30.2077,29.576,29.8607,29.9545,30.0229,30.1411,29.9884,29.877
30.3851,30.5603,30.0229,30.1207,30.1922,29.877,30.0616,30.1963
29.99,29.793,30.1922,30.1375,30.0977,30.1963,30.0874,30.0078
30,30,30.0977,30.0713,30.052,30.0078,30.0057,30.0042
29.796,30.5604,30.052,29.9829,29.9324,30.0042,30.1544,30.2641
29.6752,29.4851,29.9324,29.8629,29.8122,30.2641,30.0537,29.9001
29.003,30.4825,29.8122,29.5936,29.434,29.9001,30.0574,30.1723
29.2096,29.404,29.434,29.3734,29.3292,30.1723,29.9647,29.8132
30.5441,30.0991,29.3292,29.6574,29.8969,29.8132,29.8905,29.9468
29.9705,30.5581,29.8969,29.9168,29.9313,29.9468,30.112,30.2325
30,30,29.9313,29.9499,29.9634,30.2325,30.1697,30.1238
30.5979,29.769,29.9634,30.1348,30.2599,30.1238,30.028,29.958
30.6615,29.1027,30.2599,30.3684,30.4476,29.958,29.7269,29.5583
29.1458,29.4993,30.4476,30.0959,29.8392,29.5583,29.5424,29.5307
30.0063,30.5967,29.8392,29.8844,29.9173,29.5307,29.8187,30.0289
30.886,30.9574,29.9173,30.179,30.37,30.0289,30.2797,30.4628
30.4537,29.2642,30.37,30.3926,30.4091,30.4628,30.139,29.9027
30.4454,30.3652,30.4091,30.4189,30.4261,29.9027,30.0276,30.1188
29.8974,29.235,30.4261,30.2832,30.179,30.1188,29.8801,29.7058
30.2814,30.8187,30.179,30.2067,30.2269,29.7058,30.0064,30.2259
30.6775,30.3076,30.2269,30.3486,30.4375,30.2259,30.248,30.2641
30.4983,30.9021,30.4375,30.4539,30.4659,30.2641,30.4364,30.5622
30.7558,30.4801,30.4659,30.5442,30.6014,30.5622,30.5401,30.5239
29.4697,30.9414,30.6014,30.2956,30.0725,30.5239,30.6367,30.719
29.8458,30.9412,30.0725,30.0113,29.9666,30.719,30.779,30.8228
30,30,29.9666,29.9756,29.9822,30.8228,30.6005,30.4383
30,30,29.9822,29.987,29.9905,30.4383,30.3199,30.2335
29.1725,30.3469,29.9905,29.7695,29.6082,30.2335,30.2641,30.2865
29.1967,29.7384,29.6082,29.4971,29.4159,30.2865,30.1384,30.0303
30.3701,29.4319,29.4159,29.6737,29.8618,30.0303,29.8687,29.7507
30.5557,30.5787,29.8618,30.0493,30.1861,29.7507,29.9744,30.1376
29.7353,29.8106,30.1861,30.0643,29.9754,30.1376,30.0493,29.9848
29.415,29.1733,29.9754,29.824,29.7135,29.9848,29.7656,29.6056
30.5439,30.0384,29.7135,29.9379,30.1016,29.6056,29.7225,29.8078
30.957,29.7765,30.1016,30.3327,30.5013,29.8078,29.7994,29.7932
30.1036,30.8369,30.5013,30.3939,30.3155,29.7932,30.0752,30.2809
29.6095,30.2839,30.3155,30.1247,29.9855,30.2809,30.2817,30.2823
29.969,30.6878,29.9855,29.9811,29.9778,30.2823,30.3919,30.4718
29.7761,30.5639,29.9778,29.9233,29.8835,30.4718,30.4967,30.5148
29.2012,29.0198,29.8835,29.6992,29.5647,30.5148,30.111,29.8162
29.3967,29.4747,29.5647,29.5193,29.4862,29.8162,29.7239,29.6566
30.0617,29.393,29.4862,29.6417,29.7551,29.6566,29.5854,29.5334
30.6705,29.8106,29.7551,30.0024,30.1829,29.5334,29.6083,29.6629
29.2097,29.1544,30.1829,29.92,29.7281,29.6629,29.5256,29.4253
29.5828,30.5689,29.7281,29.6888,29.6602,29.4253,29.7342,29.9597
29.5831,30.2434,29.6602,29.6394,29.6242,29.9597,30.0364,30.0923
30.8423,30.9288,29.6242,29.9533,30.1934,30.0923,30.3183,30.4832
29.865,29.5696,30.1934,30.1047,30.0399,30.4832,30.2364,30.0563
29.1693,30.5162,30.0399,29.8047,29.6331,30.0563,30.1805,30.2712
29.8653,29.1042,29.6331,29.6958,29.7416,30.2712,29.9559,29.7258
30.2218,29.2195,29.7416,29.8713,29.966,29.7258,29.589,29.4892
30.8675,29.6958,29.966,30.2096,30.3873,29.4892,29.545,29.5858
30.0539,29.5324,30.3873,30.2972,30.2315,29.5858,29.5713,29.5608
30,30,30.2315,30.169,30.1233,29.5608,29.6795,29.7661
30.7105,29.9752,30.1233,30.2819,30.3977,29.7661,29.8226,29.8638
30,30,30.3977,30.2903,30.2119,29.8638,29.9006,29.9275
29.2576,29.792,30.2119,29.9541,29.7659,29.9275,29.8909,29.8642
29.5459,30.6607,29.7659,29.7065,29.6631,29.8642,30.0793,30.2364
30.9757,30.3466,29.6631,30.0177,30.2765,30.2364,30.2662,30.2879
29.8591,30.5007,30.2765,30.1637,30.0814,30.2879,30.3454,30.3873
30.5147,30.2197,30.0814,30.1985,30.2839,30.3873,30.3421,30.309
29.1188,30.0801,30.2839,29.9692,29.7394,30.309,30.2472,30.202
30.4605,30.5454,29.7394,29.9342,30.0764,30.202,30.2948,30.3625
30.3929,29.9773,30.0764,30.1619,30.2243,30.3625,30.2584,30.1825
30.1875,29.2603,30.2243,30.2144,30.2071,30.1825,29.9333,29.7515
30,30,30.2071,30.1512,30.1103,29.7515,29.8186,29.8676
29.1568,29.0156,30.1103,29.8527,29.6647,29.8676,29.6375,29.4695
29.8462,29.7444,29.6647,29.7137,29.7495,29.4695,29.5437,29.5979
29.1558,30.4458,29.7495,29.5891,29.4721,29.5979,29.827,29.9942
30.0624,29.9542,29.4721,29.6315,29.7479,29.9942,29.9834,29.9755
29.8813,30.2635,29.7479,29.784,29.8103,29.9755,30.0533,30.1101
29.253,30.0336,29.8103,29.6597,29.5498,30.1101,30.0894,30.0743
29.7357,29.1972,29.5498,29.6001,29.6367,30.0743,29.8374,29.6644
29.2841,30.1973,29.6367,29.5414,29.4719,29.6644,29.8084,29.9135
29.0332,29.3925,29.4719,29.3534,29.2669,29.9135,29.7727,29.67
29.635,29.213,29.2669,29.3663,29.4389,29.67,29.5465,29.4564
29.6775,29.4351,29.4389,29.5034,29.5504,29.4564,29.4507,29.4465
29.5021,29.4103,29.5504,29.5374,29.5278,29.4465,29.4367,29.4296
30,30,29.5278,29.6554,29.7485,29.4296,29.5837,29.6961
30.4064,29.9536,29.7485,29.9262,30.056,29.6961,29.7657,29.8165
29.0704,29.3689,30.056,29.7897,29.5954,29.8165,29.6955,29.6073
30,30,29.5954,29.7047,29.7845,29.6073,29.7134,29.7908
30.9012,29.1547,29.7845,30.0862,30.3063,29.7908,29.619,29.4935
30,30,30.3063,30.2236,30.1632,29.4935,29.6304,29.7302
30,30,30.1632,30.1191,30.0869,29.7302,29.8031,29.8563
30,30,30.0869,30.0634,30.0463,29.8563,29.8951,29.9235
30.7246,30.1156,30.0463,30.2295,30.3633,29.9235,29.9754,30.0133
30,30,30.3633,30.2651,30.1935,30.0133,30.0097,30.0071
30.8372,29.3324,30.1935,30.3674,30.4943,30.0071,29.8248,29.6918
30.245,30.6535,30.4943,30.427,30.3778,29.6918,29.9516,30.1412
30,30,30.3778,30.2757,30.2012,30.1412,30.1031,30.0752
29.3409,30.8263,30.2012,29.9688,29.7992,30.0752,30.2781,30.4262
29.3356,29.7936,29.7992,29.6739,29.5825,30.4262,30.2553,30.1306
29.148,30.713,29.5825,29.4651,29.3795,30.1306,30.2879,30.4028
30.6828,29.8048,29.3795,29.7316,29.9886,30.4028,30.2412,30.1233
30.9657,30.459,29.9886,30.2525,30.4452,30.1233,30.214,30.2802
30.4691,30.2413,30.4452,30.4517,30.4564,30.2802,30.2697,30.262
29.3087,30.1265,30.4564,30.1463,29.92,30.262,30.2254,30.1987
30.8485,29.3223,29.92,30.1709,30.3539,30.1987,29.9619,29.7891
30.5162,29.2026,30.3539,30.3978,30.4298,29.7891,29.6307,29.515
30,30,30.4298,30.3137,30.2289,29.515,29.646,29.7417
29.7016,30.4676,30.2289,30.0865,29.9825,29.7417,29.9378,30.0809
29.5819,29.5883,29.9825,29.8743,29.7953,30.0809,29.9478,29.8507
30.0613,30.1478,29.7953,29.8671,29.9196,29.8507,29.931,29.9895
30,30,29.9196,29.9413,29.9572,29.9895,29.9924,29.9944
30.195,29.1108,29.9572,30.0214,30.0683,29.9944,29.7557,29.5815
30.9598,29.5984,30.0683,30.3092,30.4849,29.5815,29.5861,29.5894
29.9052,30.2784,30.4849,30.3283,30.214,29.5894,29.7755,29.9114
29.6487,29.7192,30.214,30.0613,29.9498,29.9114,29.8595,29.8216
30,30,29.9498,29.9634,29.9733,29.8216,29.8698,29.905
30.0105,30.4851,29.9733,29.9833,29.9907,29.905,30.0617,30.1761
30,30,29.9907,29.9932,29.995,30.1761,30.1285,30.0938
30.1392,29.8587,29.995,30.034,30.0624,30.0938,30.0303,29.9839
29.2497,30.9289,30.0624,29.8428,29.6826,29.9839,30.2392,30.4255
29.2404,29.5804,29.6826,29.5631,29.476,30.4255,30.1972,30.0306
30,30,29.476,29.6175,29.7209,30.0306,30.0223,30.0163
29.4599,30.3074,29.7209,29.6504,29.5989,30.0163,30.0949,30.1523
30.9139,30.1407,29.5989,29.9542,30.2134,30.1523,30.1492,30.1469
30,30,30.2134,30.1558,30.1137,30.1469,30.1072,30.0782
29.9158,29.8244,30.1137,30.0602,30.0212,30.0782,30.0097,29.9596
29.1118,30.5278,30.0212,29.7755,29.5962,29.9596,30.1131,30.2251
30.5187,29.3441,29.5962,29.8454,30.0273,30.2251,29.9871,29.8134
30.0581,30.4874,30.0273,30.0356,30.0417,29.8134,29.9955,30.1284
29.2118,30.3654,30.0417,29.8175,29.6539,30.1284,30.1924,30.2391
29.9449,29.9265,29.6539,29.7325,29.7899,30.2391,30.1547,30.093
29.4243,29.749,29.7899,29.6911,29.619,30.093,30.0001,29.9323
29.2759,30.6471,29.619,29.5263,29.4587,29.9323,30.1254,30.2663
29.35,29.6586,29.4587,29.4293,29.4079,30.2663,30.1021,29.9823
